,Kurtosis,Max,Mean,Min,Skewness,Squares of Sum,Std Dev,Sum,Variance,h_0,h_1,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_2,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_3,h_30,h_31,h_32,h_33,h_34,h_35,h_36,h_37,h_38,h_39,h_4,h_40,h_41,h_42,h_43,h_44,h_45,h_46,h_47,h_48,h_49,h_5,h_50,h_51,h_52,h_53,h_54,h_55,h_56,h_57,h_58,h_59,h_6,h_60,h_61,h_62,h_63,h_7,h_8,h_9
0,-0.6938924182467714,255,140.68988037109375,49,0.2684527689760493,5313315433969,36.39459919710768,2305063,1324.5668507181108,0,0,0,0,3,21,22,37,62,103,122,149,0,136,162,221,247,362,523,778,951,939,829,0,723,601,644,551,577,729,529,390,387,409,0,450,451,379,456,363,278,311,363,399,698,0,637,221,27,11,9,14,9,12,13,16,0,18,19,17,6,0,0,0
